"sqft","floor","max_floor","rooms","finishing ","type_of_housing","subway","time_to_subway","transport_accessibility","park","time_to_park","reservoirs","mall","shool","time_to school","hospital","time_to_hospital","kindergarten","time_to_kindergarten","time_to_bar","parking_space","price","link"
"57.3","7","8","1","нет","новостройка","китай-город","14","7.6","Park of the Usachev-Naydenov estate","5","Yauza River","нет","№ 1685","1","Scientific Center of Neurology","5","№ 1","7","2","да","88184700","https://www.cian.ru/sale/flat/300687517/"
"124.3","3","8","1","нет","новостройка","китай-город","14","7.6","Park of the Usachev-Naydenov estate","5","Yauza River","нет","№ 1685","1","Scientific Center of Neurology","5","№ 1","7","2","да","147171200","https://www.cian.ru/sale/flat/308366816/"
"125.1","6","8","1","нет","новостройка","китай-город","14","7.6","Park of the Usachev-Naydenov estate","5","Yauza River","нет","№ 1685","1","Scientific Center of Neurology","5","№ 1","7","2","да","164131200","https://www.cian.ru/sale/flat/294641856/"
"300.1","1","8","1","нет","новостройка","китай-город","14","7.6","Park of the Usachev-Naydenov estate","5","Yauza River","нет","№ 1685","1","Scientific Center of Neurology","5","№ 1","7","2","да","482560800","https://www.cian.ru/sale/flat/294641868/"
"118.6","6","8","1","нет","новостройка","китай-город","14","7.6","Park of the Usachev-Naydenov estate","5","Yauza River","нет","№ 1685","1","Scientific Center of Neurology","5","№ 1","7","2","да","155959000","https://www.cian.ru/sale/flat/294641853/"
"69.9","7","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","69134455","https://www.cian.ru/sale/flat/306675154/"
"65.1","6","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","55380179","https://www.cian.ru/sale/flat/306675168/"
"107.1","6","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","101590668","https://www.cian.ru/sale/flat/306675158/"
"141.4","7","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","116315357","https://www.cian.ru/sale/flat/306675177/"
"296.4","8","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","260639043","https://www.cian.ru/sale/flat/306675165/"
"62.6","7","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","57605646","https://www.cian.ru/sale/flat/306675170/"
"84.2","6","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","75319678","https://www.cian.ru/sale/flat/306967179/"
"276.1","8","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","307942336","https://www.cian.ru/sale/flat/306675180/"
"63.5","7","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","61960633","https://www.cian.ru/sale/flat/306675175/"
"274.4","6","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","273903884","https://www.cian.ru/sale/flat/306675160/"
"88.7","7","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","75607525","https://www.cian.ru/sale/flat/306675173/"
"105","5","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","112555065","https://www.cian.ru/sale/flat/306675156/"
"66.3","6","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","62279899","https://www.cian.ru/sale/flat/306675151/"
"245.4","8","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","228589363","https://www.cian.ru/sale/flat/306675184/"
"250.7","8","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","229490529","https://www.cian.ru/sale/flat/306675186/"
"221.7","6","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","251566093","https://www.cian.ru/sale/flat/306675162/"
"131.7","4","9","2","нет","новостройка","китай-город","12","7.2","Park of the Usachev-Naydenov estate","3","Yauza River","нет","№ 1685","4","Scientific Center of Neurology","7","№ 1","8","1","да","155724450","https://www.cian.ru/sale/flat/306675144/"
"122.2","14","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","113526855","https://www.cian.ru/sale/flat/307004325/"
"161.2","18","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","202969959","https://www.cian.ru/sale/flat/309386481/"
"56.8","7","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","57021122","https://www.cian.ru/sale/flat/305452699/"
"95.5","8","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","88789788","https://www.cian.ru/sale/flat/309386489/"
"265.8","18","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","278150397","https://www.cian.ru/sale/flat/305452712/"
"106.8","10","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","99458888","https://www.cian.ru/sale/flat/307004324/"
"131.6","17","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","122517494","https://www.cian.ru/sale/flat/305452659/"
"157.1","16","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","169124591","https://www.cian.ru/sale/flat/309386497/"
"216.5","14","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","280477915","https://www.cian.ru/sale/flat/308070377/"
"126.3","15","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","117334089","https://www.cian.ru/sale/flat/307004327/"
"128.7","16","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","119817770","https://www.cian.ru/sale/flat/305452632/"
"106.2","10","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","100890000","https://www.cian.ru/sale/flat/305452738/"
"88.4","6","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","82321351","https://www.cian.ru/sale/flat/307004357/"
"203.5","18","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","247722789","https://www.cian.ru/sale/flat/305452870/"
"266.8","19","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","276083039","https://www.cian.ru/sale/flat/305452911/"
"223.3","15","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","271619217","https://www.cian.ru/sale/flat/305452801/"
"114.3","10","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","106338091","https://www.cian.ru/sale/flat/305452749/"
"195.2","16","20","4","да","новостройка","краснопресненская","2","","Moscow Zoo Park","4","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","7","№ 1241","3","6","нет","236783651","https://www.cian.ru/sale/flat/305452831/"
